Type,Field,Genotype,Block,Length,Width,Area,Weight
Triticum aestivum,Field_1,CV_1,II,6.4,3.9,19.42,50.49
Triticum aestivum,Field_1,CV_1,II,7.12,3.78,20.89,55.6
Triticum aestivum,Field_1,CV_1,II,6.26,3.57,17.38,43.58
Triticum aestivum,Field_1,CV_1,II,6.28,3.53,17.91,45.35
Triticum aestivum,Field_1,CV_1,II,5.56,3.09,12.87,29.31
Triticum aestivum,Field_1,CV_1,II,6.72,3.1,15.87,38.64
Triticum aestivum,Field_1,CV_1,II,6.55,4.01,19.34,50.22
Triticum aestivum,Field_1,CV_1,II,6.36,3.8,19.07,49.28
Triticum aestivum,Field_1,CV_1,II,6.61,4.09,20.65,54.73
Triticum aestivum,Field_1,CV_1,II,6.4,3.94,18.74,48.16
Triticum aestivum,Field_1,CV_1,II,6.73,4.01,20.74,55.07
Triticum aestivum,Field_1,CV_1,II,6.04,3.52,16.31,40.07
Triticum aestivum,Field_1,CV_1,II,6.89,3.98,20.75,55.1
Triticum aestivum,Field_1,CV_1,II,6.76,4.06,21.94,59.3
Triticum aestivum,Field_1,CV_1,II,6.61,3.88,19.65,51.25
Triticum aestivum,Field_1,CV_1,II,5.89,3.22,14.17,33.26
Triticum aestivum,Field_1,CV_1,II,6.47,4.02,19.96,52.32
Triticum aestivum,Field_1,CV_1,II,6.5,4.13,20.8,55.26
Triticum aestivum,Field_1,CV_1,II,5.95,3.33,15.73,38.21
Triticum aestivum,Field_1,CV_1,II,6.65,3.85,20.41,53.89
Triticum aestivum,Field_1,CV_1,II,6.63,3.79,19.42,50.49
Triticum aestivum,Field_1,CV_1,II,6.53,3.55,18.28,46.6
Triticum aestivum,Field_1,CV_1,II,6.24,3.32,15.97,38.98
Triticum aestivum,Field_1,CV_1,II,6.76,3.91,20.63,54.67
Triticum aestivum,Field_1,CV_1,II,6.63,4.16,22.16,60.1
Triticum aestivum,Field_1,CV_1,II,5.96,3.36,15.64,37.93
Triticum aestivum,Field_1,CV_1,II,6.39,3.61,17.61,44.35
Triticum aestivum,Field_1,CV_1,II,6.01,3.44,15.73,38.21
Triticum aestivum,Field_1,CV_1,II,6.46,3.76,18.98,48.97
Triticum aestivum,Field_1,CV_1,II,5.51,2.95,12.07,26.91
Triticum aestivum,Field_1,CV_1,II,6.46,3.59,17.72,44.73
Triticum aestivum,Field_1,CV_1,II,6.07,3.25,15.25,36.68
Triticum aestivum,Field_1,CV_1,II,6.5,3.92,18.64,47.8
Triticum aestivum,Field_1,CV_1,II,6.68,3.81,19.67,51.34
Triticum aestivum,Field_1,CV_1,II,6.87,3.71,19.73,51.56
Triticum aestivum,Field_1,CV_1,II,6.67,3.73,19.73,51.56
Triticum aestivum,Field_1,CV_1,II,6.55,3.51,17.23,43.09
Triticum aestivum,Field_1,CV_1,II,6.44,3.47,17.22,43.06
Triticum aestivum,Field_1,CV_1,II,6.36,3.72,18.22,46.39
Triticum aestivum,Field_1,CV_1,II,5.91,2.97,13.19,30.27
Triticum aestivum,Field_1,CV_1,II,6.57,3.52,17.63,44.41
Triticum aestivum,Field_1,CV_1,II,6.08,3.42,15.95,38.92
Triticum aestivum,Field_1,CV_1,II,6.06,3.55,16.05,39.24
Triticum aestivum,Field_1,CV_1,II,6.64,3.65,18.44,47.14
Triticum aestivum,Field_1,CV_1,II,6.34,4.04,20.04,52.63
Triticum aestivum,Field_1,CV_1,II,6.42,3.75,19.13,49.49
Triticum aestivum,Field_1,CV_1,II,6.87,3.97,21.81,58.86
Triticum aestivum,Field_1,CV_1,II,6.48,3.74,19.12,49.46
Triticum aestivum,Field_1,CV_1,II,6.62,3.8,19.97,52.38
Triticum aestivum,Field_1,CV_1,II,6.55,3.7,19.12,49.46
Triticum aestivum,Field_1,CV_1,II,6.02,3.24,14.93,35.64
Triticum aestivum,Field_1,CV_1,II,6.09,3.7,16.89,41.98
Triticum aestivum,Field_1,CV_1,II,5.87,2.92,12.81,29.12
Triticum aestivum,Field_1,CV_1,II,6.14,3.45,16.86,41.86
Triticum aestivum,Field_1,CV_1,II,5.68,3.13,13.27,30.51
Triticum aestivum,Field_1,CV_1,II,6.5,3.67,18.44,47.14
Triticum aestivum,Field_1,CV_1,II,6.47,3.93,19.38,50.34
Triticum aestivum,Field_1,CV_1,II,6.55,3.67,17.94,45.44
Triticum aestivum,Field_1,CV_1,II,6.71,3.79,19.74,51.59
Triticum aestivum,Field_1,CV_1,II,6.49,3.64,18.85,48.52
Triticum aestivum,Field_1,CV_1,II,5.4,2.63,10.99,23.77
Triticum aestivum,Field_1,CV_1,II,6.5,3.77,19.42,50.46
Triticum aestivum,Field_1,CV_1,II,5.49,2.93,12.03,26.8
Triticum aestivum,Field_1,CV_1,II,6.59,3.42,17.45,43.82
Triticum aestivum,Field_1,CV_1,II,6.55,3.53,17.49,43.94
Triticum aestivum,Field_1,CV_1,II,6.57,3.64,18.34,46.81
Triticum aestivum,Field_1,CV_1,II,6.61,3.25,16.17,39.61
Triticum aestivum,Field_1,CV_1,II,6.31,3.51,17.14,42.79
Triticum aestivum,Field_1,CV_1,II,6.93,3.89,21.19,56.63
Triticum aestivum,Field_1,CV_1,II,6.49,3.72,18.38,46.93
Triticum aestivum,Field_1,CV_1,II,6.73,3.78,19.15,49.55
Triticum aestivum,Field_1,CV_1,II,6.4,4.24,21.43,57.48
Triticum aestivum,Field_1,CV_1,II,6.36,3.69,17.79,44.94
Triticum aestivum,Field_1,CV_1,II,6.31,3.45,16.85,41.83
Triticum aestivum,Field_1,CV_1,II,7.08,4.11,22.26,60.45
Triticum aestivum,Field_1,CV_1,II,6.44,3.78,18.49,47.29
Triticum aestivum,Field_1,CV_1,II,6.7,3.75,19.95,52.29
Triticum aestivum,Field_1,CV_1,II,5.91,3.59,15.91,38.78
Triticum aestivum,Field_1,CV_1,II,6.9,3.52,18.63,47.77
Triticum aestivum,Field_1,CV_1,II,6.4,3.49,17.07,42.56
Triticum aestivum,Field_1,CV_1,II,6.07,3.27,15.16,36.37
Triticum aestivum,Field_1,CV_1,II,6.35,3.18,15.24,36.63
Triticum aestivum,Field_1,CV_1,II,6.39,4.15,20.23,53.28
Triticum aestivum,Field_1,CV_1,II,6.59,3.44,17.35,43.5
Triticum aestivum,Field_1,CV_1,II,6.24,3.27,15.25,36.68
Triticum aestivum,Field_1,CV_1,II,6.5,3.56,17.86,45.18
Triticum aestivum,Field_1,CV_1,II,6.71,3.9,20.19,53.12
Triticum aestivum,Field_1,CV_1,II,6.53,3.71,19.03,49.12
Triticum aestivum,Field_1,CV_1,II,6.39,3.84,17.96,45.53
Triticum aestivum,Field_1,CV_1,II,6.6,2.99,15.51,37.5
Triticum aestivum,Field_1,CV_1,II,6.41,3.75,19.33,50.15
Triticum aestivum,Field_1,CV_1,II,6.52,3.63,18.89,48.67
Triticum aestivum,Field_1,CV_1,II,6.79,3.11,16.48,40.62
Triticum aestivum,Field_1,CV_1,II,6.43,3.49,17.36,43.52
Triticum aestivum,Field_1,CV_1,II,6.2,3.06,14.45,34.14
Triticum aestivum,Field_1,CV_1,II,5.49,2.9,11.91,26.44
Triticum aestivum,Field_1,CV_1,II,6.43,4.01,19.29,50.03
Triticum aestivum,Field_1,CV_1,II,6.44,3.58,17.64,44.47
Triticum aestivum,Field_1,CV_1,II,6.82,3.93,20.77,55.16
Triticum aestivum,Field_1,CV_1,II,7.04,3.71,20.36,53.74
Triticum aestivum,Field_1,CV_1,II,6.85,3.85,20.56,54.42
Triticum aestivum,Field_1,CV_1,II,7.07,3.71,20.87,55.51
Triticum aestivum,Field_1,CV_1,II,5.66,2.87,12.93,29.47
Triticum aestivum,Field_1,CV_1,II,6.24,4.09,19.46,50.61
Triticum aestivum,Field_1,CV_1,II,6.39,3.7,18.54,47.47
Triticum aestivum,Field_1,CV_1,II,6.73,3.96,19.83,51.89
Triticum aestivum,Field_1,CV_1,II,6.36,3.49,17.15,42.82
Triticum aestivum,Field_1,CV_1,II,6.76,3.74,19.88,52.05
Triticum aestivum,Field_1,CV_1,II,6.84,4.14,22.09,59.84
Triticum aestivum,Field_1,CV_1,II,6.65,3.78,19.81,51.8
Triticum aestivum,Field_1,CV_1,II,6.72,3.69,18.94,48.82
Triticum aestivum,Field_1,CV_1,II,6.02,3.32,15.4,37.13
Triticum aestivum,Field_1,CV_1,II,6.87,4.21,22.03,59.62
Triticum aestivum,Field_1,CV_1,II,6.11,3.36,15.57,37.7
Triticum aestivum,Field_1,CV_1,II,6.81,3.88,19.91,52.17
Triticum aestivum,Field_1,CV_1,II,6.44,3.43,16.87,41.92
Triticum aestivum,Field_1,CV_1,II,6.7,4.11,21.67,58.36
Triticum aestivum,Field_1,CV_1,II,6.31,3.47,16.33,40.13
Triticum aestivum,Field_1,CV_1,II,6.73,3.58,19.36,50.28
Triticum aestivum,Field_1,CV_1,II,6.68,3.47,18.34,46.81
Triticum aestivum,Field_1,CV_1,II,6.07,3.84,17.78,44.91
Triticum aestivum,Field_1,CV_1,II,7.03,4.01,22.15,60.06
Triticum aestivum,Field_1,CV_1,II,6.35,3.61,18.07,45.89
Triticum aestivum,Field_1,CV_1,II,7.07,3.98,21.72,58.51
Triticum aestivum,Field_1,CV_1,II,6.59,3.58,18.09,45.95
Triticum aestivum,Field_1,CV_1,II,6.36,3.65,18.32,46.72
Triticum aestivum,Field_1,CV_1,II,6.67,3.69,18.82,48.43
Triticum aestivum,Field_1,CV_1,II,6.3,4.16,20.2,53.18
Triticum aestivum,Field_1,CV_1,II,6.39,3.26,15.75,38.27
Triticum aestivum,Field_1,CV_1,II,5.87,4.27,18.81,48.4
Triticum aestivum,Field_1,CV_1,II,6.27,3.48,16.89,41.98
Triticum aestivum,Field_1,CV_1,II,6.07,3.94,18.2,46.33
Triticum aestivum,Field_1,CV_1,II,6.57,3.67,17.25,43.14
Triticum aestivum,Field_1,CV_1,II,6.44,3.6,18.18,46.27
Triticum aestivum,Field_1,CV_1,II,6.28,4.19,20.33,53.62
Triticum aestivum,Field_1,CV_1,II,6.87,3.78,20.61,54.61
Triticum aestivum,Field_1,CV_1,II,6.52,3.77,19.59,51.07
Triticum aestivum,Field_1,CV_1,II,7.15,3.96,21.97,59.4
Triticum aestivum,Field_1,CV_1,II,6.92,3.88,21.53,57.85
Triticum aestivum,Field_1,CV_1,II,6.94,4.32,23.7,65.68
Triticum aestivum,Field_1,CV_1,II,6.42,3.47,16.78,41.6
Triticum aestivum,Field_1,CV_1,II,6.39,3.42,16.8,41.69
Triticum aestivum,Field_1,CV_1,II,5.96,2.99,13.75,31.98
Triticum aestivum,Field_1,CV_1,II,6.2,4.03,17.55,44.14
Triticum aestivum,Field_1,CV_1,II,6.67,3.84,20.24,53.31
Triticum aestivum,Field_1,CV_1,II,7.05,3.56,19.13,49.49
Triticum aestivum,Field_1,CV_1,II,7.21,4.11,21.9,59.18
Triticum aestivum,Field_1,CV_1,II,6.26,3.96,19.57,51.01
Triticum aestivum,Field_1,CV_1,II,6.27,3.94,18.05,45.83
Triticum aestivum,Field_1,CV_1,II,6.68,4.07,21.45,57.57
Triticum aestivum,Field_1,CV_1,II,6.41,3.75,19.48,50.67
Triticum aestivum,Field_1,CV_1,II,6.5,3.61,17.68,44.58
Triticum aestivum,Field_1,CV_1,II,6.03,3.49,15.97,38.98
Triticum aestivum,Field_1,CV_1,II,6.43,3.93,19.5,50.73
Triticum aestivum,Field_1,CV_1,II,6.13,3.58,16.22,39.78
Triticum aestivum,Field_1,CV_1,II,6.97,3.49,18.46,47.2
Triticum aestivum,Field_1,CV_1,II,6.42,3.95,19.82,51.86
Triticum aestivum,Field_1,CV_1,II,6.55,3.76,18.84,48.49
Triticum aestivum,Field_1,CV_2,II,6.87,3.34,17.51,44.02
Triticum aestivum,Field_1,CV_2,II,7.15,4.14,22.52,61.4
Triticum aestivum,Field_1,CV_2,II,6.87,3.93,20.71,54.95
Triticum aestivum,Field_1,CV_2,II,6.84,3.9,20.75,55.1
Triticum aestivum,Field_1,CV_2,II,4.95,2.33,8.43,16.74
Triticum aestivum,Field_1,CV_2,II,5.36,3.0,12.19,27.27
Triticum aestivum,Field_1,CV_2,II,6.34,3.06,14.2,33.37
Triticum aestivum,Field_1,CV_2,II,5.75,2.9,12.63,28.59
Triticum aestivum,Field_1,CV_2,II,6.26,3.39,15.52,37.53
Triticum aestivum,Field_1,CV_2,II,5.78,3.15,13.76,32.0
Triticum aestivum,Field_1,CV_2,II,5.19,2.83,11.28,24.61
Triticum aestivum,Field_1,CV_2,II,4.7,2.2,7.43,14.17
Triticum aestivum,Field_1,CV_2,II,5.68,3.05,13.41,30.94
Triticum aestivum,Field_1,CV_2,II,6.5,3.17,15.57,37.7
Triticum aestivum,Field_1,CV_2,II,5.14,2.37,9.15,18.65
Triticum aestivum,Field_1,CV_2,II,4.78,2.52,9.39,19.32
Triticum aestivum,Field_1,CV_2,II,6.07,3.1,14.41,34.03
Triticum aestivum,Field_1,CV_2,II,6.84,3.57,18.69,47.98
Triticum aestivum,Field_1,CV_2,II,6.36,3.8,18.45,47.17
Triticum aestivum,Field_1,CV_2,II,6.04,3.29,15.37,37.05
Triticum aestivum,Field_1,CV_2,II,6.43,3.88,18.7,48.01
Triticum aestivum,Field_1,CV_2,II,5.43,2.87,11.25,24.53
Triticum aestivum,Field_1,CV_2,II,4.82,2.35,8.59,17.16
Triticum aestivum,Field_1,CV_2,II,6.43,3.5,17.08,42.59
Triticum aestivum,Field_1,CV_2,II,6.53,3.21,14.65,34.78
Triticum aestivum,Field_1,CV_2,II,6.19,3.85,18.35,46.84
Triticum aestivum,Field_1,CV_2,II,6.87,3.92,20.73,55.04
Triticum aestivum,Field_1,CV_2,II,5.11,2.76,10.85,23.37
Triticum aestivum,Field_1,CV_2,II,7.0,3.82,20.4,53.86
Triticum aestivum,Field_1,CV_2,II,5.24,2.3,9.27,18.99
Triticum aestivum,Field_1,CV_2,II,6.55,3.7,18.45,47.17
Triticum aestivum,Field_1,CV_2,II,6.29,3.3,16.09,39.35
Triticum aestivum,Field_1,CV_2,II,6.26,3.63,17.83,45.09
Triticum aestivum,Field_1,CV_2,II,7.15,3.66,20.12,52.91
Triticum aestivum,Field_1,CV_2,II,6.16,3.09,14.88,35.5
Triticum aestivum,Field_1,CV_2,II,6.19,3.17,15.0,35.87
Triticum aestivum,Field_1,CV_2,II,6.33,3.04,15.81,38.47
Triticum aestivum,Field_1,CV_2,II,6.07,3.21,15.26,36.71
Triticum aestivum,Field_1,CV_2,II,6.73,3.58,18.35,46.84
Triticum aestivum,Field_1,CV_2,II,6.52,2.91,14.58,34.56
Triticum aestivum,Field_1,CV_2,II,6.87,3.56,19.13,49.49
Triticum aestivum,Field_1,CV_2,II,6.08,3.23,15.11,36.23
Triticum aestivum,Field_1,CV_2,II,4.63,2.74,9.3,19.08
Triticum aestivum,Field_1,CV_2,II,6.57,3.35,17.04,42.47
Triticum aestivum,Field_1,CV_2,II,6.8,3.62,18.78,48.28
Triticum aestivum,Field_1,CV_2,II,6.1,3.17,14.97,35.78
Triticum aestivum,Field_1,CV_2,II,6.71,3.36,18.08,45.92
Triticum aestivum,Field_1,CV_2,II,6.32,3.92,18.77,48.25
Triticum aestivum,Field_1,CV_2,II,5.87,3.24,14.36,33.87
Triticum aestivum,Field_1,CV_2,II,5.78,2.84,12.7,28.8
Triticum aestivum,Field_1,CV_2,II,4.89,2.3,8.01,15.66
Triticum aestivum,Field_1,CV_2,II,6.17,3.16,14.99,35.84
Triticum aestivum,Field_1,CV_2,II,6.25,3.63,17.61,44.35
Triticum aestivum,Field_1,CV_2,II,6.31,3.41,16.08,39.32
Triticum aestivum,Field_1,CV_2,II,5.76,3.23,14.14,33.18
Triticum aestivum,Field_1,CV_2,II,5.61,2.33,9.83,20.51
Triticum aestivum,Field_1,CV_2,II,6.4,3.27,17.0,42.33
Triticum aestivum,Field_1,CV_2,II,6.05,3.1,14.01,32.77
Triticum aestivum,Field_1,CV_2,II,6.7,4.16,22.15,60.06
Triticum aestivum,Field_1,CV_2,II,6.23,3.27,15.86,38.61
Triticum aestivum,Field_1,CV_2,II,6.26,3.01,14.62,34.67
Triticum aestivum,Field_1,CV_2,II,6.33,3.1,14.83,35.34
Triticum aestivum,Field_1,CV_2,II,6.55,3.38,16.99,42.3
Triticum aestivum,Field_1,CV_2,II,5.87,2.56,11.31,24.69
Triticum aestivum,Field_1,CV_2,II,6.03,2.97,14.05,32.9
Triticum aestivum,Field_1,CV_2,II,6.02,3.23,15.24,36.63
Triticum aestivum,Field_1,CV_2,II,6.46,3.4,17.37,43.55
Triticum aestivum,Field_1,CV_2,II,4.73,2.57,9.02,18.32
Triticum aestivum,Field_1,CV_2,II,6.73,3.74,18.88,48.61
Triticum aestivum,Field_1,CV_2,II,5.89,3.28,14.99,35.84
Triticum aestivum,Field_1,CV_2,II,6.11,3.05,14.01,32.77
Triticum aestivum,Field_1,CV_2,II,6.64,3.78,19.53,50.85
Triticum aestivum,Field_1,CV_2,II,6.7,4.23,20.89,55.57
Triticum aestivum,Field_1,CV_2,II,6.09,3.19,15.01,35.9
Triticum aestivum,Field_1,CV_2,II,6.85,3.46,17.96,45.53
Triticum aestivum,Field_1,CV_2,II,6.37,3.56,16.76,41.54
Triticum aestivum,Field_1,CV_2,II,6.47,3.43,16.59,40.99
Triticum aestivum,Field_1,CV_2,II,6.0,3.46,15.87,38.66
Triticum aestivum,Field_1,CV_2,II,6.52,3.59,18.26,46.54
Triticum aestivum,Field_1,CV_2,II,7.0,3.73,20.22,53.24
Triticum aestivum,Field_1,CV_2,II,6.6,3.47,17.28,43.26
Triticum aestivum,Field_1,CV_2,II,6.45,3.82,18.53,47.44
Triticum aestivum,Field_1,CV_2,II,6.07,3.45,16.11,39.44
Triticum aestivum,Field_1,CV_2,II,6.33,3.41,16.98,42.27
Triticum aestivum,Field_1,CV_2,II,5.34,2.74,10.77,23.17
Triticum aestivum,Field_1,CV_2,II,6.19,3.31,15.77,38.32
Triticum aestivum,Field_1,CV_2,II,7.03,3.85,20.63,54.67
Triticum aestivum,Field_1,CV_2,II,6.11,3.0,13.94,32.58
Triticum aestivum,Field_1,CV_2,II,6.53,3.57,17.37,43.55
Triticum aestivum,Field_1,CV_2,II,6.28,3.4,15.97,38.98
Triticum aestivum,Field_1,CV_2,II,6.2,3.78,17.97,45.56
Triticum aestivum,Field_1,CV_2,II,7.15,3.16,17.03,42.41
Triticum aestivum,Field_1,CV_2,II,6.79,3.98,19.91,52.17
Triticum aestivum,Field_1,CV_2,II,6.03,2.87,13.45,31.05
Triticum aestivum,Field_1,CV_2,II,6.7,3.73,19.04,49.19
Triticum aestivum,Field_1,CV_2,II,6.61,3.91,18.71,48.04
Triticum aestivum,Field_1,CV_2,II,6.5,3.15,15.82,38.49
Triticum aestivum,Field_1,CV_2,II,6.01,3.31,14.11,33.1
Triticum aestivum,Field_1,CV_2,II,5.78,3.2,13.85,32.27
Triticum aestivum,Field_1,CV_2,II,6.73,3.28,16.79,41.63
Triticum aestivum,Field_1,CV_2,II,6.73,3.82,20.36,53.74
Triticum aestivum,Field_1,CV_2,II,6.07,3.14,14.48,34.23
Triticum aestivum,Field_1,CV_2,II,6.28,3.37,16.25,39.87
Triticum aestivum,Field_1,CV_2,II,5.78,2.47,10.41,22.14
Triticum aestivum,Field_1,CV_2,II,6.31,3.44,17.25,43.14
Triticum aestivum,Field_1,CV_2,II,6.02,3.1,14.35,33.84
Triticum aestivum,Field_1,CV_2,II,6.82,3.82,19.43,50.52
Triticum aestivum,Field_1,CV_2,II,6.85,3.66,19.48,50.67
Triticum aestivum,Field_1,CV_2,II,6.65,3.26,16.9,42.01
Triticum aestivum,Field_1,CV_2,II,4.13,2.19,6.91,12.89
Triticum aestivum,Field_1,CV_2,II,5.95,3.39,15.83,38.52
Triticum aestivum,Field_1,CV_2,II,5.56,2.68,10.77,23.17
Triticum aestivum,Field_1,CV_2,II,6.92,3.86,20.31,53.55
Triticum aestivum,Field_1,CV_2,II,6.91,3.63,19.78,51.71
Triticum aestivum,Field_1,CV_2,II,6.32,3.5,17.67,44.55
Triticum aestivum,Field_1,CV_2,II,6.35,3.06,14.74,35.06
Triticum aestivum,Field_1,CV_2,II,6.23,3.31,16.14,39.52
Triticum aestivum,Field_1,CV_2,II,5.47,2.33,9.53,19.69
Triticum aestivum,Field_1,CV_2,II,6.11,3.0,14.27,33.59
Triticum aestivum,Field_1,CV_2,II,5.61,2.42,10.48,22.34
Triticum aestivum,Field_1,CV_2,II,5.65,2.84,11.93,26.49
Triticum aestivum,Field_1,CV_2,II,6.3,3.68,16.93,42.09
Triticum aestivum,Field_1,CV_2,II,6.11,2.76,12.45,28.04
Triticum aestivum,Field_1,CV_2,II,4.76,2.44,8.91,18.01
Triticum aestivum,Field_1,CV_2,II,5.43,2.49,10.28,21.77
Triticum aestivum,Field_1,CV_2,II,5.14,2.79,10.54,22.49
Triticum aestivum,Field_1,CV_2,II,6.53,3.81,19.32,50.12
Triticum aestivum,Field_1,CV_2,II,6.26,3.01,13.86,32.33
Triticum aestivum,Field_1,CV_2,II,5.98,3.39,15.66,37.98
Triticum aestivum,Field_1,CV_2,II,4.84,2.5,8.71,17.49
Triticum aestivum,Field_1,CV_2,II,6.49,3.65,18.03,45.77
Triticum aestivum,Field_1,CV_2,II,6.19,3.01,15.05,36.04
Triticum aestivum,Field_1,CV_2,II,5.88,3.15,14.63,34.72
Triticum aestivum,Field_1,CV_2,II,5.94,3.2,14.41,34.03
Triticum aestivum,Field_1,CV_2,II,6.69,3.26,16.79,41.66
Triticum aestivum,Field_1,CV_2,II,6.35,3.78,16.87,41.92
Triticum aestivum,Field_1,CV_2,II,7.03,3.91,20.99,55.94
Triticum aestivum,Field_1,CV_2,II,6.36,3.54,16.75,41.51
Triticum aestivum,Field_1,CV_2,II,6.15,3.28,14.86,35.42
Triticum aestivum,Field_1,CV_2,II,4.95,2.91,10.51,22.41
Triticum aestivum,Field_1,CV_2,II,6.06,3.04,14.35,33.84
Triticum aestivum,Field_1,CV_2,II,6.07,2.91,13.17,30.19
Triticum aestivum,Field_1,CV_2,II,5.72,2.67,11.46,25.12
Triticum aestivum,Field_1,CV_2,II,6.16,3.46,16.56,40.9
Triticum aestivum,Field_1,CV_2,II,6.34,3.4,16.98,42.27
Triticum aestivum,Field_1,CV_2,II,5.28,2.77,10.91,23.54
Triticum aestivum,Field_1,CV_2,II,5.93,3.26,14.92,35.62
Triticum aestivum,Field_1,CV_2,II,6.29,3.14,15.72,38.18
Triticum aestivum,Field_1,CV_2,II,5.86,3.11,13.94,32.55
Triticum aestivum,Field_1,CV_2,II,5.94,3.14,14.33,33.78
Triticum aestivum,Field_1,CV_2,II,6.36,3.47,16.57,40.93
Triticum aestivum,Field_1,CV_2,II,5.07,2.57,9.95,20.85
Triticum aestivum,Field_1,CV_2,II,6.82,3.81,20.38,53.8
Triticum aestivum,Field_1,CV_2,II,6.21,3.31,15.8,38.44
Triticum aestivum,Field_1,CV_2,II,5.87,3.19,14.25,33.51
Triticum aestivum,Field_1,CV_2,II,6.05,3.02,13.55,31.35
Triticum aestivum,Field_1,CV_2,II,6.53,3.76,18.91,48.73
Triticum aestivum,Field_1,CV_2,II,6.21,3.54,16.02,39.15
Triticum aestivum,Field_1,CV_2,II,6.76,3.83,19.88,52.08
Triticum aestivum,Field_1,CV_2,II,6.31,3.17,15.28,36.77
Triticum aestivum,Field_1,CV_2,II,6.56,3.11,16.0,39.06
Triticum aestivum,Field_1,CV_2,II,4.66,2.5,8.57,17.12
Triticum aestivum,Field_1,CV_2,II,6.42,3.61,17.66,44.53
Triticum aestivum,Field_1,CV_2,II,6.1,3.45,16.19,39.69
Triticum aestivum,Field_1,CV_2,II,5.98,2.77,12.98,29.63
Triticum aestivum,Field_1,CV_2,II,6.95,3.77,20.27,53.43
Triticum aestivum,Field_1,CV_2,II,4.07,3.29,8.77,17.66
Triticum aestivum,Field_1,CV_2,II,6.2,3.34,16.25,39.9
Triticum aestivum,Field_1,CV_2,II,6.87,4.0,21.2,56.69
Triticum aestivum,Field_1,CV_2,II,5.75,2.98,13.33,30.7
Triticum aestivum,Field_1,CV_2,II,5.09,2.81,10.44,22.21
Triticum aestivum,Field_1,CV_2,II,6.38,3.45,17.09,42.62
Triticum aestivum,Field_1,CV_2,II,6.34,3.39,17.12,42.73
Triticum aestivum,Field_1,CV_2,II,6.34,3.6,18.0,45.65
Triticum aestivum,Field_1,CV_2,II,6.68,3.71,18.38,46.93
Triticum aestivum,Field_1,CV_2,II,6.19,3.1,15.21,36.54
Triticum aestivum,Field_1,CV_2,II,4.31,1.9,6.13,10.98
Triticum aestivum,Field_1,CV_2,II,6.61,3.89,19.34,50.19
Triticum aestivum,Field_1,CV_2,II,5.49,2.9,12.3,27.59
Triticum aestivum,Field_1,CV_2,II,5.89,3.16,14.9,35.56
Triticum aestivum,Field_1,CV_2,II,6.57,3.94,20.21,53.21
Triticum aestivum,Field_1,CV_2,II,5.86,3.34,14.33,33.78
Triticum aestivum,Field_1,CV_2,II,6.16,3.65,17.51,44.02
Triticum aestivum,Field_1,CV_2,II,5.88,3.34,15.34,36.96
Triticum aestivum,Field_1,CV_2,II,5.94,3.24,14.71,34.97
Triticum aestivum,Field_1,CV_2,II,6.2,3.13,15.53,37.56
Triticum aestivum,Field_1,CV_2,II,6.63,3.57,18.31,46.69
Triticum aestivum,Field_1,CV_2,II,6.58,3.55,17.72,44.73
Triticum aestivum,Field_1,CV_2,II,6.61,3.67,18.85,48.52
Triticum aestivum,Field_1,CV_2,II,6.44,3.86,19.34,50.22
Triticum aestivum,Field_1,CV_2,II,5.56,2.58,10.51,22.41
Triticum aestivum,Field_1,CV_2,II,5.91,3.18,13.61,31.54
Triticum aestivum,Field_1,CV_2,II,6.5,3.58,17.88,45.23
Triticum aestivum,Field_1,CV_2,II,6.42,3.61,16.94,42.12
Triticum aestivum,Field_1,CV_2,II,6.69,3.57,18.35,46.84
Triticum aestivum,Field_1,CV_2,II,5.91,3.2,14.84,35.36
Triticum aestivum,Field_1,CV_2,II,6.76,3.57,19.1,49.37
Triticum aestivum,Field_1,CV_2,II,6.01,2.75,12.34,27.72
Triticum aestivum,Field_1,CV_2,II,6.01,3.3,15.71,38.15
Triticum aestivum,Field_1,CV_2,II,6.57,3.93,20.41,53.89
Triticum aestivum,Field_1,CV_2,II,6.53,3.5,18.03,45.77
Triticum aestivum,Field_1,CV_2,II,6.32,3.38,16.53,40.79
Triticum aestivum,Field_1,CV_2,II,5.81,3.12,14.07,32.96
Triticum aestivum,Field_1,CV_2,II,6.75,3.54,18.02,45.71
Triticum aestivum,Field_1,CV_2,II,6.59,3.69,18.57,47.59
Triticum aestivum,Field_1,CV_2,II,5.84,3.21,14.06,32.93
Triticum aestivum,Field_1,CV_2,II,6.35,3.43,17.07,42.56
Triticum aestivum,Field_1,CV_2,II,5.32,2.85,10.89,23.49
Triticum aestivum,Field_1,CV_2,II,6.62,3.58,18.91,48.73
Triticum aestivum,Field_1,CV_2,II,6.5,3.15,15.2,36.51
Triticum aestivum,Field_1,CV_2,II,6.29,3.35,16.52,40.76
Triticum aestivum,Field_1,CV_2,II,6.29,3.7,18.18,46.27
Triticum aestivum,Field_1,CV_2,II,6.28,2.82,13.16,30.16
Triticum aestivum,Field_1,CV_2,II,6.37,3.3,16.05,39.24
Triticum aestivum,Field_1,CV_2,II,4.66,2.6,8.57,17.12
Triticum aestivum,Field_1,CV_2,II,5.91,3.21,14.36,33.87
Triticum aestivum,Field_1,CV_2,II,5.91,2.86,12.32,27.64
Triticum aestivum,Field_1,CV_2,II,6.8,3.72,19.81,51.83
Triticum aestivum,Field_1,CV_2,II,5.89,3.26,14.2,33.37
